"sitenum","lat","lon","year","speciesName","speciesID","development","abundance"
38,34.0366655985514,-119.663335164388,2002,"Nucella emarginata",81,"Nonplank",0.2857
43,33.4599990844727,-118.519996643066,2002,"Nucella emarginata",81,"Nonplank",0
44,33.4500007629395,-118.480003356934,2002,"Nucella emarginata",81,"Nonplank",0
45,33.439998626709,-118.476669311523,2002,"Nucella emarginata",81,"Nonplank",0
40,33.7599983215332,-118.419998168945,2002,"Nucella emarginata",81,"Nonplank",0.2818
41,33.7099990844727,-118.309997558594,2002,"Nucella emarginata",81,"Nonplank",0.0171
42,33.7000007629395,-118.286666870117,2002,"Nucella emarginata",81,"Nonplank",0
46,32.8400001525879,-117.279998779297,2002,"Nucella emarginata",81,"Nonplank",0
47,32.8199996948242,-117.276664733887,2002,"Nucella emarginata",81,"Nonplank",0
48,32.7116661071777,-117.25,2002,"Nucella emarginata",81,"Nonplank",0
2,48.3375005722046,-124.687501907349,2003,"Nucella emarginata",81,"Nonplank",0.4815
3,48.3133341471354,-124.660003662109,2003,"Nucella emarginata",81,"Nonplank",0.1545
4,47.939998626709,-124.658336639404,2003,"Nucella emarginata",81,"Nonplank",2.87
1,48.3891661961873,-124.650001525879,2003,"Nucella emarginata",81,"Nonplank",0.69
5,47.8699989318848,-124.599998474121,2003,"Nucella emarginata",81,"Nonplank",1.9293
6,47.8600006103516,-124.569999694824,2003,"Nucella emarginata",81,"Nonplank",0.453
18,43.2999992370605,-124.400001525879,2003,"Nucella emarginata",81,"Nonplank",2.6218
17,43.310001373291,-124.393333435059,2003,"Nucella emarginata",81,"Nonplank",0.2121
16,43.3300018310547,-124.374000549316,2003,"Nucella emarginata",81,"Nonplank",0.2091
19,41.060001373291,-124.150001525879,2003,"Nucella emarginata",81,"Nonplank",0.283
15,44.2000007629395,-124.110000610352,2003,"Nucella emarginata",81,"Nonplank",16.5031
14,44.218334197998,-124.110000610352,2003,"Nucella emarginata",81,"Nonplank",11.6626
13,44.2425012588501,-124.110000610352,2003,"Nucella emarginata",81,"Nonplank",11.9866
20,40.0200004577637,-124.073333740234,2003,"Nucella emarginata",81,"Nonplank",1.9449
12,44.7466672261556,-124.059997558594,2003,"Nucella emarginata",81,"Nonplank",4.3562
11,44.8066673278809,-124.059997558594,2003,"Nucella emarginata",81,"Nonplank",1.5562
10,44.8266677856445,-124.056666056315,2003,"Nucella emarginata",81,"Nonplank",4.4016
50,45.9133326212565,-123.976669311523,2003,"Nucella emarginata",81,"Nonplank",9.7222
9,45.7700004577637,-123.970001220703,2003,"Nucella emarginata",81,"Nonplank",5.5857
51,45.7549991607666,-123.965000152588,2003,"Nucella emarginata",81,"Nonplank",8.1583
23,39.3400001525879,-123.819999694824,2003,"Nucella emarginata",81,"Nonplank",0.8833
22,39.4149990081787,-123.809997558594,2003,"Nucella emarginata",81,"Nonplank",1.3167
24,39.272500038147,-123.7975025177,2003,"Nucella emarginata",81,"Nonplank",0.3103
21,39.5974988937378,-123.779998779297,2003,"Nucella emarginata",81,"Nonplank",3.036
25,38.3833325703939,-123.086664835612,2003,"Nucella emarginata",81,"Nonplank",0.9592
27,38.310001373291,-123.069999694824,2003,"Nucella emarginata",81,"Nonplank",3.2679
26,38.3199996948242,-123.069999694824,2003,"Nucella emarginata",81,"Nonplank",2.6724
28,36.5099983215332,-121.946665445964,2003,"Nucella emarginata",81,"Nonplank",0.1167
29,36.4799995422363,-121.940002441406,2003,"Nucella emarginata",81,"Nonplank",0.2167
30,36.4466667175293,-121.923332214355,2003,"Nucella emarginata",81,"Nonplank",0.325
31,35.6599998474121,-121.279998779297,2003,"Nucella emarginata",81,"Nonplank",0.1
32,35.6300010681152,-121.190002441406,2003,"Nucella emarginata",81,"Nonplank",0.1271
33,35.6100006103516,-121.150001525879,2003,"Nucella emarginata",81,"Nonplank",0.175
34,34.4599990844727,-120.269996643066,2003,"Nucella emarginata",81,"Nonplank",0.4556
35,34.4599990844727,-120.268179460005,2003,"Nucella emarginata",81,"Nonplank",0.0444
36,34.4540008544922,-120.055999755859,2003,"Nucella emarginata",81,"Nonplank",0.7889
37,34.060001373291,-119.850001017253,2003,"Nucella emarginata",81,"Nonplank",0.4684
39,34.043332417806,-119.780001322428,2003,"Nucella emarginata",81,"Nonplank",0.6136
38,34.0366655985514,-119.663335164388,2003,"Nucella emarginata",81,"Nonplank",0.3148
43,33.4599990844727,-118.519996643066,2003,"Nucella emarginata",81,"Nonplank",0
44,33.4500007629395,-118.480003356934,2003,"Nucella emarginata",81,"Nonplank",0
45,33.439998626709,-118.476669311523,2003,"Nucella emarginata",81,"Nonplank",0
40,33.7599983215332,-118.419998168945,2003,"Nucella emarginata",81,"Nonplank",0.2396
41,33.7099990844727,-118.309997558594,2003,"Nucella emarginata",81,"Nonplank",0.0326
42,33.7000007629395,-118.286666870117,2003,"Nucella emarginata",81,"Nonplank",0
46,32.8400001525879,-117.279998779297,2003,"Nucella emarginata",81,"Nonplank",0
47,32.8199996948242,-117.276664733887,2003,"Nucella emarginata",81,"Nonplank",0.0364
48,32.7116661071777,-117.25,2003,"Nucella emarginata",81,"Nonplank",0.0273
2,48.3375005722046,-124.687501907349,2004,"Nucella emarginata",81,"Nonplank",0.16
3,48.3133341471354,-124.660003662109,2004,"Nucella emarginata",81,"Nonplank",0.0545
4,47.939998626709,-124.658336639404,2004,"Nucella emarginata",81,"Nonplank",0.4
1,48.3891661961873,-124.650001525879,2004,"Nucella emarginata",81,"Nonplank",0.6429
5,47.8699989318848,-124.599998474121,2004,"Nucella emarginata",81,"Nonplank",1.58
6,47.8600006103516,-124.569999694824,2004,"Nucella emarginata",81,"Nonplank",0.3167
18,43.2999992370605,-124.400001525879,2004,"Nucella emarginata",81,"Nonplank",0.2467
17,43.310001373291,-124.393333435059,2004,"Nucella emarginata",81,"Nonplank",0.1667
16,43.3300018310547,-124.374000549316,2004,"Nucella emarginata",81,"Nonplank",1.3182
19,41.060001373291,-124.150001525879,2004,"Nucella emarginata",81,"Nonplank",0.4583
15,44.2000007629395,-124.110000610352,2004,"Nucella emarginata",81,"Nonplank",10.7069
14,44.218334197998,-124.110000610352,2004,"Nucella emarginata",81,"Nonplank",9.4772
13,44.2425012588501,-124.110000610352,2004,"Nucella emarginata",81,"Nonplank",9.2265
20,40.0200004577637,-124.073333740234,2004,"Nucella emarginata",81,"Nonplank",2.8417
12,44.7466672261556,-124.059997558594,2004,"Nucella emarginata",81,"Nonplank",2.1923
11,44.8066673278809,-124.059997558594,2004,"Nucella emarginata",81,"Nonplank",1.3042
10,44.8266677856445,-124.056666056315,2004,"Nucella emarginata",81,"Nonplank",2.5751
50,45.9133326212565,-123.976669311523,2004,"Nucella emarginata",81,"Nonplank",1.3
9,45.7700004577637,-123.970001220703,2004,"Nucella emarginata",81,"Nonplank",1.8
51,45.7549991607666,-123.965000152588,2004,"Nucella emarginata",81,"Nonplank",3.2991
23,39.3400001525879,-123.819999694824,2004,"Nucella emarginata",81,"Nonplank",0.9052
22,39.4149990081787,-123.809997558594,2004,"Nucella emarginata",81,"Nonplank",0.3471
24,39.272500038147,-123.7975025177,2004,"Nucella emarginata",81,"Nonplank",0.3363
21,39.5974988937378,-123.779998779297,2004,"Nucella emarginata",81,"Nonplank",0.3303
25,38.3833325703939,-123.086664835612,2004,"Nucella emarginata",81,"Nonplank",0.7742
27,38.310001373291,-123.069999694824,2004,"Nucella emarginata",81,"Nonplank",0.916
26,38.3199996948242,-123.069999694824,2004,"Nucella emarginata",81,"Nonplank",1.1083
28,36.5099983215332,-121.946665445964,2004,"Nucella emarginata",81,"Nonplank",0.0342
29,36.4799995422363,-121.940002441406,2004,"Nucella emarginata",81,"Nonplank",0.0763
30,36.4466667175293,-121.923332214355,2004,"Nucella emarginata",81,"Nonplank",0.2936
31,35.6599998474121,-121.279998779297,2004,"Nucella emarginata",81,"Nonplank",0.0865
18,43.2999992370605,-124.400001525879,1999,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,1999,"Ceratostoma foliatum",354,"Nonplank",0
16,43.3300018310547,-124.374000549316,1999,"Ceratostoma foliatum",354,"Nonplank",0
19,41.060001373291,-124.150001525879,1999,"Ceratostoma foliatum",354,"Nonplank",0
15,44.2000007629395,-124.110000610352,1999,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,1999,"Ceratostoma foliatum",354,"Nonplank",0
13,44.2425012588501,-124.110000610352,1999,"Ceratostoma foliatum",354,"Nonplank",0
20,40.0200004577637,-124.073333740234,1999,"Ceratostoma foliatum",354,"Nonplank",0
12,44.7466672261556,-124.059997558594,1999,"Ceratostoma foliatum",354,"Nonplank",0
11,44.8066673278809,-124.059997558594,1999,"Ceratostoma foliatum",354,"Nonplank",0
10,44.8266677856445,-124.056666056315,1999,"Ceratostoma foliatum",354,"Nonplank",0
8,45.9300003051758,-123.986666361491,1999,"Ceratostoma foliatum",354,"Nonplank",0
7,45.939998626709,-123.986666361491,1999,"Ceratostoma foliatum",354,"Nonplank",0
9,45.7700004577637,-123.970001220703,1999,"Ceratostoma foliatum",354,"Nonplank",0
23,39.3400001525879,-123.819999694824,1999,"Ceratostoma foliatum",354,"Nonplank",0
22,39.4149990081787,-123.809997558594,1999,"Ceratostoma foliatum",354,"Nonplank",0
24,39.272500038147,-123.7975025177,1999,"Ceratostoma foliatum",354,"Nonplank",0
21,39.5974988937378,-123.779998779297,1999,"Ceratostoma foliatum",354,"Nonplank",0
2,48.3375005722046,-124.687501907349,2000,"Ceratostoma foliatum",354,"Nonplank",0.0111
3,48.3133341471354,-124.660003662109,2000,"Ceratostoma foliatum",354,"Nonplank",0
4,47.939998626709,-124.658336639404,2000,"Ceratostoma foliatum",354,"Nonplank",0.0333
1,48.3891661961873,-124.650001525879,2000,"Ceratostoma foliatum",354,"Nonplank",0.0667
5,47.8699989318848,-124.599998474121,2000,"Ceratostoma foliatum",354,"Nonplank",0
6,47.8600006103516,-124.569999694824,2000,"Ceratostoma foliatum",354,"Nonplank",0
18,43.2999992370605,-124.400001525879,2000,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,2000,"Ceratostoma foliatum",354,"Nonplank",0
16,43.3300018310547,-124.374000549316,2000,"Ceratostoma foliatum",354,"Nonplank",0
19,41.060001373291,-124.150001525879,2000,"Ceratostoma foliatum",354,"Nonplank",0
15,44.2000007629395,-124.110000610352,2000,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,2000,"Ceratostoma foliatum",354,"Nonplank",0
13,44.2425012588501,-124.110000610352,2000,"Ceratostoma foliatum",354,"Nonplank",0
20,40.0200004577637,-124.073333740234,2000,"Ceratostoma foliatum",354,"Nonplank",0
12,44.7466672261556,-124.059997558594,2000,"Ceratostoma foliatum",354,"Nonplank",0
11,44.8066673278809,-124.059997558594,2000,"Ceratostoma foliatum",354,"Nonplank",0
10,44.8266677856445,-124.056666056315,2000,"Ceratostoma foliatum",354,"Nonplank",0
50,45.9133326212565,-123.976669311523,2000,"Ceratostoma foliatum",354,"Nonplank",0
9,45.7700004577637,-123.970001220703,2000,"Ceratostoma foliatum",354,"Nonplank",0
51,45.7549991607666,-123.965000152588,2000,"Ceratostoma foliatum",354,"Nonplank",0
23,39.3400001525879,-123.819999694824,2000,"Ceratostoma foliatum",354,"Nonplank",0
22,39.4149990081787,-123.809997558594,2000,"Ceratostoma foliatum",354,"Nonplank",0
24,39.272500038147,-123.7975025177,2000,"Ceratostoma foliatum",354,"Nonplank",0
21,39.5974988937378,-123.779998779297,2000,"Ceratostoma foliatum",354,"Nonplank",0
25,38.3833325703939,-123.086664835612,2000,"Ceratostoma foliatum",354,"Nonplank",0
27,38.310001373291,-123.069999694824,2000,"Ceratostoma foliatum",354,"Nonplank",0
26,38.3199996948242,-123.069999694824,2000,"Ceratostoma foliatum",354,"Nonplank",0
28,36.5099983215332,-121.946665445964,2000,"Ceratostoma foliatum",354,"Nonplank",0
29,36.4799995422363,-121.940002441406,2000,"Ceratostoma foliatum",354,"Nonplank",0
30,36.4466667175293,-121.923332214355,2000,"Ceratostoma foliatum",354,"Nonplank",0
31,35.6599998474121,-121.279998779297,2000,"Ceratostoma foliatum",354,"Nonplank",0
32,35.6300010681152,-121.190002441406,2000,"Ceratostoma foliatum",354,"Nonplank",0
33,35.6100006103516,-121.150001525879,2000,"Ceratostoma foliatum",354,"Nonplank",0
34,34.4599990844727,-120.269996643066,2000,"Ceratostoma foliatum",354,"Nonplank",0
35,34.4599990844727,-120.268179460005,2000,"Ceratostoma foliatum",354,"Nonplank",0
36,34.4540008544922,-120.055999755859,2000,"Ceratostoma foliatum",354,"Nonplank",0
37,34.060001373291,-119.850001017253,2000,"Ceratostoma foliatum",354,"Nonplank",0
39,34.043332417806,-119.780001322428,2000,"Ceratostoma foliatum",354,"Nonplank",0.0111
38,34.0366655985514,-119.663335164388,2000,"Ceratostoma foliatum",354,"Nonplank",0
43,33.4599990844727,-118.519996643066,2000,"Ceratostoma foliatum",354,"Nonplank",0
44,33.4500007629395,-118.480003356934,2000,"Ceratostoma foliatum",354,"Nonplank",0
45,33.439998626709,-118.476669311523,2000,"Ceratostoma foliatum",354,"Nonplank",0
40,33.7599983215332,-118.419998168945,2000,"Ceratostoma foliatum",354,"Nonplank",0
41,33.7099990844727,-118.309997558594,2000,"Ceratostoma foliatum",354,"Nonplank",0
42,33.7000007629395,-118.286666870117,2000,"Ceratostoma foliatum",354,"Nonplank",0
46,32.8400001525879,-117.279998779297,2000,"Ceratostoma foliatum",354,"Nonplank",0
47,32.8199996948242,-117.276664733887,2000,"Ceratostoma foliatum",354,"Nonplank",0
48,32.7116661071777,-117.25,2000,"Ceratostoma foliatum",354,"Nonplank",0
2,48.3375005722046,-124.687501907349,2001,"Ceratostoma foliatum",354,"Nonplank",0.0875
3,48.3133341471354,-124.660003662109,2001,"Ceratostoma foliatum",354,"Nonplank",0.0667
4,47.939998626709,-124.658336639404,2001,"Ceratostoma foliatum",354,"Nonplank",0.0273
1,48.3891661961873,-124.650001525879,2001,"Ceratostoma foliatum",354,"Nonplank",0.0909
5,47.8699989318848,-124.599998474121,2001,"Ceratostoma foliatum",354,"Nonplank",0.0102
6,47.8600006103516,-124.569999694824,2001,"Ceratostoma foliatum",354,"Nonplank",0.0091
18,43.2999992370605,-124.400001525879,2001,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,2001,"Ceratostoma foliatum",354,"Nonplank",0.0227
16,43.3300018310547,-124.374000549316,2001,"Ceratostoma foliatum",354,"Nonplank",0
19,41.060001373291,-124.150001525879,2001,"Ceratostoma foliatum",354,"Nonplank",0
15,44.2000007629395,-124.110000610352,2001,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,2001,"Ceratostoma foliatum",354,"Nonplank",0
13,44.2425012588501,-124.110000610352,2001,"Ceratostoma foliatum",354,"Nonplank",0
20,40.0200004577637,-124.073333740234,2001,"Ceratostoma foliatum",354,"Nonplank",0.0091
12,44.7466672261556,-124.059997558594,2001,"Ceratostoma foliatum",354,"Nonplank",0
11,44.8066673278809,-124.059997558594,2001,"Ceratostoma foliatum",354,"Nonplank",0
10,44.8266677856445,-124.056666056315,2001,"Ceratostoma foliatum",354,"Nonplank",0
50,45.9133326212565,-123.976669311523,2001,"Ceratostoma foliatum",354,"Nonplank",0
9,45.7700004577637,-123.970001220703,2001,"Ceratostoma foliatum",354,"Nonplank",0
51,45.7549991607666,-123.965000152588,2001,"Ceratostoma foliatum",354,"Nonplank",0
23,39.3400001525879,-123.819999694824,2001,"Ceratostoma foliatum",354,"Nonplank",0
22,39.4149990081787,-123.809997558594,2001,"Ceratostoma foliatum",354,"Nonplank",0
24,39.272500038147,-123.7975025177,2001,"Ceratostoma foliatum",354,"Nonplank",0
21,39.5974988937378,-123.779998779297,2001,"Ceratostoma foliatum",354,"Nonplank",0
25,38.3833325703939,-123.086664835612,2001,"Ceratostoma foliatum",354,"Nonplank",0
27,38.310001373291,-123.069999694824,2001,"Ceratostoma foliatum",354,"Nonplank",0
26,38.3199996948242,-123.069999694824,2001,"Ceratostoma foliatum",354,"Nonplank",0
28,36.5099983215332,-121.946665445964,2001,"Ceratostoma foliatum",354,"Nonplank",0
29,36.4799995422363,-121.940002441406,2001,"Ceratostoma foliatum",354,"Nonplank",0
30,36.4466667175293,-121.923332214355,2001,"Ceratostoma foliatum",354,"Nonplank",0
31,35.6599998474121,-121.279998779297,2001,"Ceratostoma foliatum",354,"Nonplank",0
32,35.6300010681152,-121.190002441406,2001,"Ceratostoma foliatum",354,"Nonplank",0
33,35.6100006103516,-121.150001525879,2001,"Ceratostoma foliatum",354,"Nonplank",0
34,34.4599990844727,-120.269996643066,2001,"Ceratostoma foliatum",354,"Nonplank",0
35,34.4599990844727,-120.268179460005,2001,"Ceratostoma foliatum",354,"Nonplank",0
36,34.4540008544922,-120.055999755859,2001,"Ceratostoma foliatum",354,"Nonplank",0
37,34.060001373291,-119.850001017253,2001,"Ceratostoma foliatum",354,"Nonplank",0
39,34.043332417806,-119.780001322428,2001,"Ceratostoma foliatum",354,"Nonplank",0
38,34.0366655985514,-119.663335164388,2001,"Ceratostoma foliatum",354,"Nonplank",0
43,33.4599990844727,-118.519996643066,2001,"Ceratostoma foliatum",354,"Nonplank",0
44,33.4500007629395,-118.480003356934,2001,"Ceratostoma foliatum",354,"Nonplank",0
45,33.439998626709,-118.476669311523,2001,"Ceratostoma foliatum",354,"Nonplank",0
40,33.7599983215332,-118.419998168945,2001,"Ceratostoma foliatum",354,"Nonplank",0
41,33.7099990844727,-118.309997558594,2001,"Ceratostoma foliatum",354,"Nonplank",0
42,33.7000007629395,-118.286666870117,2001,"Ceratostoma foliatum",354,"Nonplank",0
46,32.8400001525879,-117.279998779297,2001,"Ceratostoma foliatum",354,"Nonplank",0
47,32.8199996948242,-117.276664733887,2001,"Ceratostoma foliatum",354,"Nonplank",0
48,32.7116661071777,-117.25,2001,"Ceratostoma foliatum",354,"Nonplank",0
2,48.3375005722046,-124.687501907349,2002,"Ceratostoma foliatum",354,"Nonplank",0.055
3,48.3133341471354,-124.660003662109,2002,"Ceratostoma foliatum",354,"Nonplank",0.0306
4,47.939998626709,-124.658336639404,2002,"Ceratostoma foliatum",354,"Nonplank",0
1,48.3891661961873,-124.650001525879,2002,"Ceratostoma foliatum",354,"Nonplank",0.0202
5,47.8699989318848,-124.599998474121,2002,"Ceratostoma foliatum",354,"Nonplank",0
6,47.8600006103516,-124.569999694824,2002,"Ceratostoma foliatum",354,"Nonplank",0.0093
18,43.2999992370605,-124.400001525879,2002,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,2002,"Ceratostoma foliatum",354,"Nonplank",0
16,43.3300018310547,-124.374000549316,2002,"Ceratostoma foliatum",354,"Nonplank",0
19,41.060001373291,-124.150001525879,2002,"Ceratostoma foliatum",354,"Nonplank",0.0106
15,44.2000007629395,-124.110000610352,2002,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,2002,"Ceratostoma foliatum",354,"Nonplank",0
13,44.2425012588501,-124.110000610352,2002,"Ceratostoma foliatum",354,"Nonplank",0
20,40.0200004577637,-124.073333740234,2002,"Ceratostoma foliatum",354,"Nonplank",0
12,44.7466672261556,-124.059997558594,2002,"Ceratostoma foliatum",354,"Nonplank",0
11,44.8066673278809,-124.059997558594,2002,"Ceratostoma foliatum",354,"Nonplank",0
10,44.8266677856445,-124.056666056315,2002,"Ceratostoma foliatum",354,"Nonplank",0.0168
50,45.9133326212565,-123.976669311523,2002,"Ceratostoma foliatum",354,"Nonplank",0
9,45.7700004577637,-123.970001220703,2002,"Ceratostoma foliatum",354,"Nonplank",0
51,45.7549991607666,-123.965000152588,2002,"Ceratostoma foliatum",354,"Nonplank",0
23,39.3400001525879,-123.819999694824,2002,"Ceratostoma foliatum",354,"Nonplank",0
22,39.4149990081787,-123.809997558594,2002,"Ceratostoma foliatum",354,"Nonplank",0
24,39.272500038147,-123.7975025177,2002,"Ceratostoma foliatum",354,"Nonplank",0
21,39.5974988937378,-123.779998779297,2002,"Ceratostoma foliatum",354,"Nonplank",0
25,38.3833325703939,-123.086664835612,2002,"Ceratostoma foliatum",354,"Nonplank",0
27,38.310001373291,-123.069999694824,2002,"Ceratostoma foliatum",354,"Nonplank",0
26,38.3199996948242,-123.069999694824,2002,"Ceratostoma foliatum",354,"Nonplank",0
28,36.5099983215332,-121.946665445964,2002,"Ceratostoma foliatum",354,"Nonplank",0
29,36.4799995422363,-121.940002441406,2002,"Ceratostoma foliatum",354,"Nonplank",0
30,36.4466667175293,-121.923332214355,2002,"Ceratostoma foliatum",354,"Nonplank",0
31,35.6599998474121,-121.279998779297,2002,"Ceratostoma foliatum",354,"Nonplank",0.0091
32,35.6300010681152,-121.190002441406,2002,"Ceratostoma foliatum",354,"Nonplank",0
33,35.6100006103516,-121.150001525879,2002,"Ceratostoma foliatum",354,"Nonplank",0
34,34.4599990844727,-120.269996643066,2002,"Ceratostoma foliatum",354,"Nonplank",0
35,34.4599990844727,-120.268179460005,2002,"Ceratostoma foliatum",354,"Nonplank",0
36,34.4540008544922,-120.055999755859,2002,"Ceratostoma foliatum",354,"Nonplank",0
37,34.060001373291,-119.850001017253,2002,"Ceratostoma foliatum",354,"Nonplank",0
39,34.043332417806,-119.780001322428,2002,"Ceratostoma foliatum",354,"Nonplank",0
38,34.0366655985514,-119.663335164388,2002,"Ceratostoma foliatum",354,"Nonplank",0
43,33.4599990844727,-118.519996643066,2002,"Ceratostoma foliatum",354,"Nonplank",0
44,33.4500007629395,-118.480003356934,2002,"Ceratostoma foliatum",354,"Nonplank",0
45,33.439998626709,-118.476669311523,2002,"Ceratostoma foliatum",354,"Nonplank",0
40,33.7599983215332,-118.419998168945,2002,"Ceratostoma foliatum",354,"Nonplank",0
41,33.7099990844727,-118.309997558594,2002,"Ceratostoma foliatum",354,"Nonplank",0
42,33.7000007629395,-118.286666870117,2002,"Ceratostoma foliatum",354,"Nonplank",0
46,32.8400001525879,-117.279998779297,2002,"Ceratostoma foliatum",354,"Nonplank",0
47,32.8199996948242,-117.276664733887,2002,"Ceratostoma foliatum",354,"Nonplank",0
48,32.7116661071777,-117.25,2002,"Ceratostoma foliatum",354,"Nonplank",0
2,48.3375005722046,-124.687501907349,2003,"Ceratostoma foliatum",354,"Nonplank",0.0185
3,48.3133341471354,-124.660003662109,2003,"Ceratostoma foliatum",354,"Nonplank",0.0091
4,47.939998626709,-124.658336639404,2003,"Ceratostoma foliatum",354,"Nonplank",0.01
1,48.3891661961873,-124.650001525879,2003,"Ceratostoma foliatum",354,"Nonplank",0.05
5,47.8699989318848,-124.599998474121,2003,"Ceratostoma foliatum",354,"Nonplank",0
6,47.8600006103516,-124.569999694824,2003,"Ceratostoma foliatum",354,"Nonplank",0
18,43.2999992370605,-124.400001525879,2003,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,2003,"Ceratostoma foliatum",354,"Nonplank",0
16,43.3300018310547,-124.374000549316,2003,"Ceratostoma foliatum",354,"Nonplank",0.0182
19,41.060001373291,-124.150001525879,2003,"Ceratostoma foliatum",354,"Nonplank",0
15,44.2000007629395,-124.110000610352,2003,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,2003,"Ceratostoma foliatum",354,"Nonplank",0.0031
13,44.2425012588501,-124.110000610352,2003,"Ceratostoma foliatum",354,"Nonplank",0
20,40.0200004577637,-124.073333740234,2003,"Ceratostoma foliatum",354,"Nonplank",0
12,44.7466672261556,-124.059997558594,2003,"Ceratostoma foliatum",354,"Nonplank",0
11,44.8066673278809,-124.059997558594,2003,"Ceratostoma foliatum",354,"Nonplank",0
10,44.8266677856445,-124.056666056315,2003,"Ceratostoma foliatum",354,"Nonplank",0.0052
50,45.9133326212565,-123.976669311523,2003,"Ceratostoma foliatum",354,"Nonplank",0
9,45.7700004577637,-123.970001220703,2003,"Ceratostoma foliatum",354,"Nonplank",0
51,45.7549991607666,-123.965000152588,2003,"Ceratostoma foliatum",354,"Nonplank",0.0083
23,39.3400001525879,-123.819999694824,2003,"Ceratostoma foliatum",354,"Nonplank",0
22,39.4149990081787,-123.809997558594,2003,"Ceratostoma foliatum",354,"Nonplank",0
24,39.272500038147,-123.7975025177,2003,"Ceratostoma foliatum",354,"Nonplank",0.0086
21,39.5974988937378,-123.779998779297,2003,"Ceratostoma foliatum",354,"Nonplank",0
25,38.3833325703939,-123.086664835612,2003,"Ceratostoma foliatum",354,"Nonplank",0
27,38.310001373291,-123.069999694824,2003,"Ceratostoma foliatum",354,"Nonplank",0
26,38.3199996948242,-123.069999694824,2003,"Ceratostoma foliatum",354,"Nonplank",0
28,36.5099983215332,-121.946665445964,2003,"Ceratostoma foliatum",354,"Nonplank",0
29,36.4799995422363,-121.940002441406,2003,"Ceratostoma foliatum",354,"Nonplank",0
30,36.4466667175293,-121.923332214355,2003,"Ceratostoma foliatum",354,"Nonplank",0
31,35.6599998474121,-121.279998779297,2003,"Ceratostoma foliatum",354,"Nonplank",0.1364
32,35.6300010681152,-121.190002441406,2003,"Ceratostoma foliatum",354,"Nonplank",0
33,35.6100006103516,-121.150001525879,2003,"Ceratostoma foliatum",354,"Nonplank",0
34,34.4599990844727,-120.269996643066,2003,"Ceratostoma foliatum",354,"Nonplank",0
35,34.4599990844727,-120.268179460005,2003,"Ceratostoma foliatum",354,"Nonplank",0
36,34.4540008544922,-120.055999755859,2003,"Ceratostoma foliatum",354,"Nonplank",0
37,34.060001373291,-119.850001017253,2003,"Ceratostoma foliatum",354,"Nonplank",0
39,34.043332417806,-119.780001322428,2003,"Ceratostoma foliatum",354,"Nonplank",0
38,34.0366655985514,-119.663335164388,2003,"Ceratostoma foliatum",354,"Nonplank",0
43,33.4599990844727,-118.519996643066,2003,"Ceratostoma foliatum",354,"Nonplank",0
44,33.4500007629395,-118.480003356934,2003,"Ceratostoma foliatum",354,"Nonplank",0
45,33.439998626709,-118.476669311523,2003,"Ceratostoma foliatum",354,"Nonplank",0
40,33.7599983215332,-118.419998168945,2003,"Ceratostoma foliatum",354,"Nonplank",0
41,33.7099990844727,-118.309997558594,2003,"Ceratostoma foliatum",354,"Nonplank",0
42,33.7000007629395,-118.286666870117,2003,"Ceratostoma foliatum",354,"Nonplank",0
46,32.8400001525879,-117.279998779297,2003,"Ceratostoma foliatum",354,"Nonplank",0
47,32.8199996948242,-117.276664733887,2003,"Ceratostoma foliatum",354,"Nonplank",0
48,32.7116661071777,-117.25,2003,"Ceratostoma foliatum",354,"Nonplank",0
2,48.3375005722046,-124.687501907349,2004,"Ceratostoma foliatum",354,"Nonplank",0.08
3,48.3133341471354,-124.660003662109,2004,"Ceratostoma foliatum",354,"Nonplank",0.0273
4,47.939998626709,-124.658336639404,2004,"Ceratostoma foliatum",354,"Nonplank",0.0556
1,48.3891661961873,-124.650001525879,2004,"Ceratostoma foliatum",354,"Nonplank",0.0306
5,47.8699989318848,-124.599998474121,2004,"Ceratostoma foliatum",354,"Nonplank",0
6,47.8600006103516,-124.569999694824,2004,"Ceratostoma foliatum",354,"Nonplank",0.0083
18,43.2999992370605,-124.400001525879,2004,"Ceratostoma foliatum",354,"Nonplank",0
17,43.310001373291,-124.393333435059,2004,"Ceratostoma foliatum",354,"Nonplank",0
16,43.3300018310547,-124.374000549316,2004,"Ceratostoma foliatum",354,"Nonplank",0
19,41.060001373291,-124.150001525879,2004,"Ceratostoma foliatum",354,"Nonplank",0
15,44.2000007629395,-124.110000610352,2004,"Ceratostoma foliatum",354,"Nonplank",0
14,44.218334197998,-124.110000610352,2004,"Ceratostoma foliatum",354,"Nonplank",0
